stackid,respid,party,votech,stacked_votech,ptv,lr_dist,age_cont_yhat,age_dich_yhat,socdem_dich_yhat,socdem_cont_yhat,gndr,age
5416-1505,5416,1505,1503,0,0,0.160231432282442,0.263350842755876,0.0158355366838145,0.0159504072932731,0.255331448899258,1,33
5416-1506,5416,1506,1503,0,0.2,0.0127328776303445,0.326313234926061,0.0586157547167297,0.0687789318055893,0.318355213045264,1,33
5416-1507,5416,1507,1503,0,1,0.0123588829471183,0.304821473898983,0.0328881204913017,0.0420688074143293,0.303910679496108,1,33
5418-1501,5418,1501,1503,0,0.1,0.355152377564331,0.359827673110582,0.134477319523314,0.113500360183201,0.306560472214085,1,33
5418-1502,5418,1502,1503,0,0.9,0.181473584458659,0.288544391043339,0.0438927779616536,0.0488790426484987,0.305068620842481,1,33
5418-1503,5418,1503,1503,1,1,0.205082742316785,0.433793133882718,0.213850039091637,0.257874525378727,0.47096273497996,1,33
5418-1504,5418,1504,1503,0,0.9,0.0067688378033206,0.438822822044749,0.149147842013616,0.175967918877949,0.45310566681396,1,33
5418-1505,5418,1505,1503,0,0.1,0.160231432282442,0.263350842755876,0.0158355366838145,0.0188728898266434,0.199693302202398,1,33
5418-1506,5418,1506,1503,0,0.4,0.0127328776303445,0.326313234926061,0.0586157547167297,0.026204822508776,0.250937347694973,1,33
5418-1507,5418,1507,1503,0,0.9,0.123469994058229,0.304821473898983,0.0328881204913017,0.0293678507262304,0.328771465399774,1,33
5420-1501,5420,1501,,0,0.7,0.0218190442309972,0.339484953005302,0.15629476482316,0.189787556479836,0.364595049302406,1,48
5420-1502,5420,1502,,0,0.6,0.0407486377635631,0.263073430206841,0.0399258874490262,0.0560073293813433,0.278146681176843,1,48
5420-1503,5420,1503,,0,0.6,0.128250591016548,0.440213869627876,0.240512891418276,0.234920137776126,0.382367928262526,1,48
5420-1504,5420,1504,,0,0.6,0.228991060025543,0.396566910721304,0.155598263912975,0.156141819663363,0.39066326407984,1,48
5420-1505,5420,1505,,0,0.5,0.0491203211713308,0.22507912904866,0.0200917204764242,0.020112000893554,0.224210977023354,1,48
5420-1506,5420,1506,,0,0.4,0.0983782334807667,0.275920464141554,0.0428851630416155,0.0596531416693258,0.276303965252386,1,48
5420-1507,5420,1507,,0,0.5,0.123469994058229,0.30323660751805,0.0390337633822619,0.0521830566719352,0.302202063093823,1,48
5424-1501,5424,1501,1501,1,1,0.0892920668801138,0.327279320942135,0.170720109081349,0.211900789798556,0.363216809103227,1,57
5424-1502,5424,1502,1501,0,0,0.0407486377635631,0.247790853704942,0.0377131141294591,0.0505669414993025,0.26139626906086,1,57
5424-1503,5424,1503,1501,0,0,0.205082742316785,0.444066311074971,0.257564098395041,0.244230851865971,0.377623814641834,1,57
5424-1504,5424,1504,1501,0,0,,0.371213363927237,0.15957666608479,0.157736986907952,0.360814414591883,1,57
5424-1505,5424,1505,1501,0,0,0.160231432282442,0.202116100824331,0.0231639873056931,0.023101631646132,0.205538693897812,1,57
5424-1506,5424,1506,1501,0,0.6,0.123843988741456,0.24568480167085,0.035474326423937,0.0547349123243508,0.251073216576659,1,57
5424-1507,5424,1507,1501,0,0,0.234581105169341,0.302285687689491,0.0432353893775094,0.0593140014518881,0.301176893252452,1,57
5427-1501,5427,1501,1503,0,0.1,0.0218190442309972,0.34490967836671,0.150209303947779,0.180542910286182,0.365207600502042,1,44
5427-1502,5427,1502,1503,0,0.6,0.070362473347548,0.269865686429907,0.0409488186203017,0.0585981793680467,0.285591308783947,1,44
5427-1503,5427,1503,1503,1,1,0.0171394799054373,0.438501673429168,0.233186731142985,0.230861821042583,0.384476423205056,1,44
5427-1504,5427,1504,1503,0,0.2,0.0067688378033206,0.40783515374089,0.153856220431395,0.155437087184875,0.403929419407821,1,44
5427-1505,5427,1505,1503,0,0.1,0.160231432282442,0.235284919370585,0.0188578655670134,0.0189081381836764,0.232509769523595,1,44
5427-1506,5427,1506,1503,0,0.1,0.209489344591878,0.289358536350756,0.0466348039325457,0.0619694350567588,0.287517631330487,1,44
5427-1507,5427,1507,1503,0,0.8,0.0123588829471183,0.303659238552966,0.0372946904956179,0.0492806330459098,0.302657694134432,1,44
5443-1501,5443,1501,1502,0,0.6,0.0892920668801138,0.324566958261431,0.174065785833477,0.217063000490656,0.362910533503409,1,59
5443-1502,5443,1502,1502,1,0.8,0.0407486377635631,0.244394725593409,0.0372376313494719,0.0494277720797726,0.257673955257309,1,59
5443-1503,5443,1503,1502,0,0.6,0.0171394799054373,0.444922409174326,0.261458664508506,0.246333484323717,0.37656956717057,1,59
5443-1504,5443,1504,1502,0,0.3,0.117879948914432,0.365579242417444,0.160471867721268,0.158093262057802,0.354181336927893,1,59
5443-1505,5443,1505,1502,0,0.1,0.0491203211713308,0.197013205663369,0.0239066409916496,0.0238227463981303,0.201389297647692,1,59
5443-1506,5443,1506,1502,0,0.3,0.0127328776303445,0.238965765566249,0.0340033770757971,0.0536950520359478,0.245466383537609,1,59
5443-1507,5443,1507,1502,0,0.3,0.0123588829471183,0.302074372172033,0.0442261119382862,0.061018316213386,0.300949077732148,1,59
5447-1501,5447,1501,1505,0,0.4,0.0892920668801138,0.34490967836671,0.150209303947779,0.131592832496346,0.304875956415088,1,44
5447-1502,5447,1502,1505,0,0,0.181473584458659,0.269865686429907,0.0409488186203017,0.04309866063584,0.284595894922947,1,44
5447-1503,5447,1503,1505,0,0,0.205082742316785,0.438501673429168,0.233186731142985,0.270009508635159,0.465164373888003,1,44
5447-1504,5447,1504,1505,0,0,0.326564495530013,0.40783515374089,0.153856220431395,0.17811484523641,0.416623739662012,1,44
5447-1505,5447,1505,1505,1,0.6,0.160231432282442,0.235284919370585,0.0188578655670134,0.0223602312696318,0.176871622826735,1,44
5447-1506,5447,1506,1505,0,0.5,0.123843988741456,0.289358536350756,0.0466348039325457,0.0235040109302227,0.220099765980196,1,44
5447-1507,5447,1507,1505,0,0,0.234581105169341,0.303659238552966,0.0372946904956179,0.0344807329035618,0.327518480038099,1,44
5455-1501,5455,1501,1503,0,0.6,0.355152377564331,0.361183854450934,0.133118421423274,0.111967935967622,0.306713610013994,1,32
5455-1502,5455,1502,1503,0,0,0.818526415541341,0.290242455099106,0.044170211034226,0.049439591461479,0.306929777744257,1,32
5455-1503,5455,1503,1503,1,1,0.205082742316785,0.433365084833041,0.212151349193679,0.256789168165665,0.471489858715592,1,32
5455-1504,5455,1504,1503,0,0.3,0.0067688378033206,0.441639882799646,0.148725754192547,0.175773756458379,0.456422205645955,1,32
5455-1505,5455,1505,1503,0,0,0.160231432282442,0.265902290336357,0.0155856624060346,0.0185836694548976,0.201768000327458,1,32
5455-1506,5455,1506,1503,0,0,0.123843988741456,0.329672752978361,0.0598380026980319,0.026464827979375,0.253740764214498,1,32
5455-1507,5455,1507,1503,0,0.3,0.0123588829471183,0.304927131657712,0.0325134177132245,0.0289412782044097,0.328885373159927,1,32
5461-1501,5461,1501,1501,1,0.7,0.200403177991225,0.347622041047414,0.147240422413023,0.169306431124305,0.367611396147442,2,42
5461-1502,5461,1502,1501,0,0,0.0407486377635631,0.27326181454144,0.0414696479395143,0.0445414071258274,0.262353844646026,2,42
5461-1503,5461,1503,1501,0,0,0.0939716312056738,0.437645575329813,0.229582379794626,0.190833090469941,0.397870756737891,2,42
5461-1504,5461,1504,1501,0,0.2,0.10434227330779,0.413469275250682,0.152991199053394,0.148847998360486,0.399591703977482,2,42
5461-1505,5461,1505,1501,0,0.7,0.0491203211713308,0.240387814531547,0.0182691153120438,0.0119934002422999,0.286569352343935,2,42
5461-1506,5461,1506,1501,0,0.3,0.123843988741456,0.296077572455357,0.048624670315879,0.0650177375976486,0.351818680318784,2,42
5461-1507,5461,1507,1501,0,0,0.234581105169341,0.303870554070423,0.0364533186868253,0.0443044227987405,0.282811882596957,2,42
5462-1501,5462,1501,,0,0.2,0.0892920668801138,0.34490967836671,0.150209303947779,0.131592832496346,0.304875956415088,1,44
5462-1502,5462,1502,,0,0.4,0.151859748874674,0.269865686429907,0.0409488186203017,0.04309866063584,0.284595894922947,1,44
5462-1503,5462,1503,,0,0.4,0.128250591016548,0.438501673429168,0.233186731142985,0.270009508635159,0.465164373888003,1,44
5462-1504,5462,1504,,0,0.3,0.117879948914432,0.40783515374089,0.153856220431395,0.17811484523641,0.416623739662012,1,44
5462-1505,5462,1505,,0,0,0.160231432282442,0.235284919370585,0.0188578655670134,0.0223602312696318,0.176871622826735,1,44
5462-1506,5462,1506,,0,0.5,,0.289358536350756,0.0466348039325457,0.0235040109302227,0.220099765980196,1,44
5462-1507,5462,1507,,0,0.8,0.209863339275104,0.303659238552966,0.0372946904956179,0.0344807329035618,0.327518480038099,1,44
5466-1501,5466,1501,,0,0.6,0.200403177991225,0.363896217131638,0.130435491101013,,,,30
5466-1502,5466,1502,,0,0,0.0407486377635631,0.293638583210639,0.0447301023670056,,,,30
5466-1503,5466,1503,,0,0,0.205082742316785,0.432508986733687,0.208783612341151,,,,30
5466-1504,5466,1504,,0,0,0.215453384418902,0.447274004309438,0.147884536332269,,,,30
5466-1505,5466,1505,,0,0.1,0.0491203211713308,0.271005185497319,0.015097499670652,,,,30
5466-1506,5466,1506,,0,0.4,0.123843988741456,0.336391789082962,0.0623543911737606,,,,30
5466-1507,5466,1507,,0,0,0.123469994058229,0.305138447175169,0.0317763515087898,,,,30
5472-1501,5472,1501,1506,0,0.5,0.0892920668801138,0.323210776921079,0.175757934320817,0.219677968865626,0.362757395703501,1,60
5472-1502,5472,1502,1506,0,0.1,0.0407486377635631,0.242696661537642,0.0370020561504035,0.0488673503863365,0.255812798355533,1,60
5472-1503,5472,1503,1506,0,0.1,0.0939716312056738,0.445350458224003,0.26342015306896,0.247389359211105,0.376042443434937,1,60
5472-1504,5472,1504,1506,0,0.3,,0.362762181662548,0.160920989692286,0.158271644596137,0.350864798095897,1,60
5472-1505,5472,1505,1506,0,0.1,0.0491203211713308,0.194461758082888,0.0242866285911614,0.0241914934518357,0.199314599522631,1,60
5472-1506,5472,1506,1506,1,0.6,0.123843988741456,0.235606247513948,0.0332901406527942,0.0531821357345751,0.242662967018083,1,60
5472-1507,5472,1507,1506,0,0.1,0.234581105169341,0.301968714413305,0.044729557680607,0.0618875480335873,0.300835169971995,1,60
5478-1501,5478,1501,1503,0,0,0.355152377564331,0.334060227643895,0.162579599599843,0.146242204431979,0.303650854015818,1,52
5478-1502,5478,1502,1503,0,0.4,0.262970859985785,0.256281173983775,0.038927472631856,0.0393109690773932,0.269706639708739,1,52
5478-1503,5478,1503,1503,1,1,0.205082742316785,0.441926065826585,0.24799478260294,0.279057611805757,0.460947384002944,1,52
5478-1504,5478,1504,1503,0,0.6,0.117879948914432,0.385298667701719,0.157356363638583,0.1796890959327,0.390091429006051,1,52
5478-1505,5478,1505,1503,0,0,0.160231432282442,0.214873338726736,0.0214045443115723,0.0252845242293653,0.160274037826253,1,52
5478-1506,5478,1506,1503,0,0,0.4317115668141,0.262482391932352,0.0394245421534123,0.0217123817033009,0.197672433823994,1,52
5478-1507,5478,1507,1503,0,0.2,0.209863339275104,0.302813976483135,0.0408504891770483,0.0387279130651517,0.326607217956881,1,52
5479-1501,5479,1501,,0,0,0.355152377564331,0.342197315686006,0.153227292079604,0.185120639405598,0.364901324902224,1,46
5479-1502,5479,1502,,0,0,0.0407486377635631,0.266469558318374,0.0404342546140829,0.057288999834464,0.281868994980395,1,46
5479-1503,5479,1503,,0,0.8,0.0939716312056738,0.439357771528522,0.236830274272306,0.232884823039667,0.383422175733791,1,46
5479-1504,5479,1504,,0,0,0.10434227330779,0.402201032231097,0.154725239262058,0.155789128468008,0.39729634174383,1,46
5479-1505,5479,1505,,0,0,0.160231432282442,0.230182024209623,0.019465213008142,0.0195009665540167,0.228360373273475,1,46
5479-1506,5479,1506,,0,0,0.4317115668141,0.282639500246155,0.0447225408648057,0.0608009729672746,0.281910798291436,1,46
5479-1507,5479,1507,,0,0.6,0.0123588829471183,0.303447923035508,0.0381547128614,0.0507121933319922,0.302429878614128,1,46
5480-1501,5480,1501,1501,1,0.8,0.0892920668801138,0.346265859707062,0.148718749051975,0.178287354730206,0.36536073830195,1,43
5480-1502,5480,1502,1501,0,0,0.0407486377635631,0.271563750485674,0.0412084458138109,0.0592632430930843,0.287452465685723,1,43
5480-1503,5480,1503,1501,0,0,0.0939716312056738,0.43807362437949,0.23137964986013,0.229854942991048,0.385003546940688,1,43
5480-1504,5480,1504,1501,0,0.6,0.0067688378033206,0.410652214495786,0.153423210587698,0.155261310093388,0.407245958239816,1,43
5480-1505,5480,1505,1501,0,0,0.160231432282442,0.237836366951066,0.01856120037486,0.0186183878938328,0.234584467648655,1,43
5480-1506,5480,1506,1501,0,0,0.0127328776303445,0.292718054403056,0.0476198641019233,0.0625615008075628,0.290321047850012,1,43
5480-1507,5480,1507,1501,0,0,0.234581105169341,0.303764896311694,0.0368716966385152,0.0485793003387105,0.302771601894585,1,43
5485-1501,5485,1501,1503,0,0,0.244041266453219,0.343553497026358,0.15171213571724,0.18282065260752,0.365054462702133,1,45
5485-1502,5485,1502,1503,0,0.8,0.151859748874674,0.26816762237414,0.0406907577460469,0.0579401194418505,0.283730151882171,1,45
5485-1503,5485,1503,1503,1,1,0.128250591016548,0.438929722478845,0.235003610659273,0.231871781786478,0.383949299469423,1,45
5485-1504,5485,1504,1503,0,0,0.228991060025543,0.405018092985993,0.154290229639815,0.155613026620773,0.400612880575826,1,45
5485-1505,5485,1505,1503,0,0,0.160231432282442,0.232733471790104,0.0191591798196084,0.0192023095067391,0.230435071398535,1,45
5485-1506,5485,1506,1503,0,0,0.4317115668141,0.285999018298455,0.0456691435035635,0.0613826055725537,0.284714214810961,1,45
5485-1507,5485,1507,1503,0,0.6,0.234581105169341,0.303553580794237,0.0377223468988736,0.0499915587858804,0.30254378637428,1,45
5492-1501,5492,1501,1503,0,0.1,0.0892920668801138,0.34490967836671,0.150209303947779,0.131592832496346,0.304875956415088,1,44
5492-1502,5492,1502,1503,0,0.1,0.485193082208008,0.269865686429907,0.0409488186203017,0.04309866063584,0.284595894922947,1,44
5492-1503,5492,1503,1503,1,0.1,0.23936170212766,0.438501673429168,0.233186731142985,0.270009508635159,0.465164373888003,1,44
5492-1504,5492,1504,1503,0,0.6,0.0067688378033206,0.40783515374089,0.153856220431395,0.17811484523641,0.416623739662012,1,44
5492-1505,5492,1505,1503,0,0.2,0.617546345495336,0.235284919370585,0.0188578655670134,0.0223602312696318,0.176871622826735,1,44
5492-1506,5492,1506,1503,0,0.7,0.0127328776303445,0.289358536350756,0.0466348039325457,0.0235040109302227,0.220099765980196,1,44
5492-1507,5492,1507,1503,0,0.7,0.209863339275104,0.303659238552966,0.0372946904956179,0.0344807329035618,0.327518480038099,1,44
5494-1501,5494,1501,1507,0,0.6,0.0218190442309972,0.331347864963191,0.165797638625024,0.204326847684771,0.363676222502953,1,54
5494-1502,5494,1502,1507,0,0.6,0.0407486377635631,0.252885045872242,0.0384372909117307,0.0523223921119025,0.266979739766188,1,54
5494-1503,5494,1503,1507,0,0.5,0.0171394799054373,0.44278216392594,0.251793726115297,0.2410997518866,0.379205185848732,1,54
5494-1504,5494,1504,1507,0,0.5,0.0067688378033206,0.379664546191926,0.158241454936603,0.157203798029673,0.370764031087869,1,54
5494-1505,5494,1505,1507,0,0.1,0.160231432282442,0.209770443565774,0.0220920647626732,0.0220597597096413,0.211762788272993,1,54
5494-1506,5494,1506,1507,0,0.3,0.234955099852567,0.255763355827751,0.0377962149760767,0.0563303285588106,0.259483466135235,1,54
5494-1507,5494,1507,1507,1,0.8,0.123469994058229,0.302602660965677,0.0417889495812079,0.056840989480043,0.301518616532909,1,54
5495-1501,5495,1501,1503,0,0,0.355152377564331,0.327279320942135,0.170720109081349,0.156067965659407,0.302885165016274,1,57
5495-1502,5495,1502,1503,0,0.8,0.0407486377635631,0.247790853704942,0.0377131141294591,0.0371079909613599,0.26040085519986,1,57
5495-1503,5495,1503,1503,1,1,0.205082742316785,0.444066311074971,0.257564098395041,0.284806094268581,0.458311765324782,1,57
5495-1504,5495,1504,1503,0,0,0.562324393358876,0.371213363927237,0.15957666608479,0.180678508539848,0.373508734846074,1,57
5495-1505,5495,1505,1503,0,0,0.160231432282442,0.202116100824331,0.0231639873056931,0.0272980358982767,0.149900547200952,1,57
5495-1506,5495,1506,1503,0,0,0.4317115668141,0.24568480167085,0.035474326423937,0.020661162609549,0.183655351226368,1,57
5495-1507,5495,1507,1503,0,1,0.234581105169341,0.302285687689491,0.0432353893775094,0.0416328433335629,0.326037679156119,1,57
5501-1501,5501,1501,1501,1,0.7,0.422625400213447,0.340841134345654,0.154754819831745,0.180354478663934,0.366845707147898,2,47
5501-1502,5501,1502,1501,0,0.7,0.0407486377635631,0.264771494262607,0.0401793006834181,0.0420581486251625,0.253048060137147,2,47
5501-1503,5501,1503,1501,0,0.7,0.128250591016548,0.439785820578199,0.238666706682639,0.195256394089324,0.395235138059729,2,47
5501-1504,5501,1504,1501,0,0.7,0.215453384418902,0.399383971476201,0.155161250340944,0.149698582482171,0.383009009817506,2,47
5501-1505,5501,1505,1501,0,0.7,0.617546345495336,0.227630576629142,0.0197760359624119,0.0129625603408846,0.276195861718634,2,47
5501-1506,5501,1506,1501,0,0.7,0.346066210963678,0.279279982193854,0.0437946584398445,0.0620027452201689,0.337801597721158,2,47
5501-1507,5501,1507,1501,0,0.7,0.0987522281639929,0.303342265276779,0.0385918357693095,0.0476069241750158,0.282242343796196,2,47
5502-1501,5502,1501,1503,0,0,0.132930155342108,0.346265859707062,0.148718749051975,0.12985191366172,0.305029094214997,1,43
5502-1502,5502,1502,1503,0,0.6,0.151859748874674,0.271563750485674,0.0412084458138109,0.0435959580502067,0.286457051824722,1,43
5502-1503,5502,1503,1503,1,1,0.0939716312056738,0.43807362437949,0.23137964986013,0.268891582608597,0.465691497623636,1,43
5502-1504,5502,1504,1503,0,0,0.10434227330779,0.410652214495786,0.153423210587698,0.177918825382986,0.419940278494008,1,43
5502-1505,5502,1505,1503,0,0,0.160231432282442,0.237836366951066,0.01856120037486,0.0220187679904357,0.178946320951795,1,43
5502-1506,5502,1506,1503,0,0,0.123843988741456,0.292718054403056,0.0476198641019233,0.0237378720578328,0.222903182499721,1,43
5502-1507,5502,1507,1503,0,0.6,0.123469994058229,0.303764896311694,0.0368716966385152,0.03398249506867,0.327632387798251,1,43
5509-1501,5509,1501,,0,0.9,0.132930155342108,0.3028680568158,0.202704196191204,0.188582739821245,0.302226204663498,2,75
5509-1502,5509,1502,,0,0.1,0.070362473347548,0.217225700701144,0.0336360184279074,0.0222032819833396,0.199940253026421,2,75
5509-1503,5509,1503,,0,0,0.205082742316785,0.451771193969161,0.293952472747362,0.259548513881098,0.461163624144969,2,75
5509-1504,5509,1504,,0,0.1,0.326564495530013,0.320506270339103,0.167780178852059,0.177109908146537,0.302840242775831,2,75
5509-1505,5509,1505,,0,0.7,0.160231432282442,0.156190044375673,0.0307432928796568,0.0236429888231102,0.162466167520088,2,75
5509-1506,5509,1506,,0,1,0.0983782334807667,0.185213476729442,0.0241815474909602,0.0178077759668035,0.191888069824162,2,75
