stackid,respid,party,votech,stacked_votech,ptv,lr_dist,age_cont_yhat,age_dich_yhat,socdem_dich_yhat,socdem_cont_yhat,gndr,age
2262-1507,2262,1507,,0,0.5,0.234581105169341,0.305878051486271,0.0293218227037815,,,1,23
2263-1501,2263,1501,1504,0,0,0.132930155342108,0.372033305173749,0.122661413247071,0.0961637239850412,0.310036232458847,2,24
2263-1502,2263,1502,1504,0,0,0.596304193319119,0.303826967545238,0.0464506335500743,0.0401770925876567,0.294859255016992,2,24
2263-1503,2263,1503,1504,0,0,0.461583924349882,0.429940692435624,0.198917419044158,0.207846700486052,0.488046934662221,2,24
2263-1504,2263,1504,1504,1,1,0.326564495530013,0.464176368838817,0.145384463194303,0.167371467197806,0.471983723207587,2,24
2263-1505,2263,1505,1504,0,0,0.173101901050891,0.286313870980205,0.0137215974643003,0.010735551539356,0.26827577189816,2,24
2263-1506,2263,1506,1504,0,0.5,0.123843988741456,0.356548897396765,0.070507599627424,0.0295119899135836,0.334862312319947,2,24
2263-1507,2263,1507,1504,0,0,0.543196672608437,0.305772393727542,0.0296608714005173,0.0237714473772025,0.309723008183365,2,24
2266-1501,2266,1501,,0,0,,0.377458030535157,0.117702803442712,,,1,20
2266-1502,2266,1502,,0,0,,0.310619223768304,0.0476324398092038,,,1,20
2266-1503,2266,1503,,0,0,,0.428228496236915,0.192537078767702,,,1,20
2266-1504,2266,1504,,0,1,,0.475444611858402,0.143737305808454,,,1,20
2266-1505,2266,1505,,0,0.6,,0.296519661302129,0.0128737994532355,,,1,20
2266-1506,2266,1506,,0,0,,0.369986969605967,0.0764794075577904,,,1,20
2266-1507,2266,1507,,0,0.4,,0.306195024762457,0.0283270797409183,,,1,20
2268-1501,2268,1501,,0,0,0.355152377564331,0.373389486514101,0.121405167275368,0.0989736649354862,0.308091850213173,1,23
2268-1502,2268,1502,,0,0.5,0.070362473347548,0.305525031601005,0.0467434436447215,0.0547656864542499,0.32368018986024,1,23
2268-1503,2268,1503,,0,0.9,0.0939716312056738,0.429512643385946,0.19730757444492,0.247156264057292,0.476233972336284,1,23
2268-1504,2268,1504,,0,0.4,0.0067688378033206,0.466993429593713,0.144971211076828,0.174033875690246,0.486271055133912,1,23
2268-1505,2268,1505,,0,0,0.160231432282442,0.288865318560686,0.0135046220309957,0.0161690404356527,0.220440283453,1,23
2268-1506,2268,1506,,0,0,0.4317115668141,0.359908415449065,0.0719588603232834,0.0289205551131693,0.278971512890225,1,23
2268-1507,2268,1507,,0,0.4,0.0987522281639929,0.305878051486271,0.0293218227037815,0.0253633979027705,0.329910543001298,1,23
2278-1501,2278,1501,,0,0.6,0.311514289102336,0.376101849194805,0.118925924687058,0.128724558646695,0.370827289945527,2,21
2278-1502,2278,1502,,0,0.6,0.151859748874674,0.308921159712538,0.0473343373916009,0.0565759003052208,0.30143813958332,2,21
2278-1503,2278,1503,,0,0.6,0.23936170212766,0.428656545286592,0.194117413404587,0.173092228164892,0.408940355186171,2,21
2278-1504,2278,1504,,0,0.6,0.10434227330779,0.472627551103506,0.144147633562104,0.145319027807795,0.469239019449381,2,21
2278-1505,2278,1505,,0,0.6,0.506435234384225,0.293968213721648,0.0130807740077821,0.00864723051429025,0.3301380129702,2,21
2278-1506,2278,1506,,0,0.6,0.234955099852567,0.366627451553666,0.0749443392910668,0.0792250167243475,0.410690427228813,2,21
2278-1507,2278,1507,,0,0.6,0.209863339275104,0.306089367003728,0.0286549657613967,0.0326774379266776,0.285203945560156,2,21
2281-1501,2281,1501,,0,0.8,0.200403177991225,0.374745667854453,0.12016002512534,0.130452629033864,0.370674152145618,2,22
2281-1502,2281,1502,,0,0.4,0.29258469556977,0.307223095656771,0.0470380084702372,0.0559392011835154,0.299576982681544,2,22
2281-1503,2281,1503,,0,0.2,0.205082742316785,0.429084594336269,0.195707575448047,0.173906604931245,0.408413231450539,2,22
2281-1504,2281,1504,,0,0.2,0.10434227330779,0.469810490348609,0.144558934924623,0.145485487446607,0.465922480617386,2,22
2281-1505,2281,1505,,0,0,0.160231432282442,0.291416766141167,0.0132910313284982,0.00878319260230144,0.32806331484514,2,22
2281-1506,2281,1506,,0,0.3,0.4317115668141,0.363267933501366,0.0734376322894882,0.0784884554003788,0.407887010709288,2,22
2281-1507,2281,1507,,0,0.4,0.234581105169341,0.305983709245,0.0289865338441746,0.0331571982881264,0.285090037800003,2,22
2283-1501,2283,1501,1502,0,0.3,0.533736511324558,0.377458030535157,0.117702803442712,0.0949497662358577,0.3085512636129,1,20
2283-1502,2283,1502,1502,1,0.8,0.374081971096896,0.310619223768304,0.0476324398092038,0.0566581996859729,0.329263660565568,1,20
2283-1503,2283,1503,1502,0,0.6,0.350472813238771,0.428228496236915,0.192537078767702,0.243999767885046,0.477815343543181,1,20
2283-1504,2283,1504,1502,0,0.6,0.215453384418902,0.475444611858402,0.143737305808454,0.17345694419934,0.496220671629898,1,20
2283-1505,2283,1505,1502,0,0.4,0.395324123273114,0.296519661302129,0.0128737994532355,0.0154348849308442,0.226664377828181,1,20
2283-1506,2283,1506,1502,0,0.7,0.234955099852567,0.369986969605967,0.0764794075577904,0.0297872439200353,0.287381762448801,1,20
2283-1507,2283,1507,1502,0,0.4,0.432085561497326,0.306195024762457,0.0283270797409183,0.0242693875221312,0.330252266281754,1,20
2284-1501,2284,1501,,0,0.2,0.200403177991225,0.378814211875509,0.116490598485931,,,1,19
2284-1502,2284,1502,,0,0.7,0.151859748874674,0.312317287824071,0.0479323251587901,,,1,19
2284-1503,2284,1503,,0,1,0.0171394799054373,0.427800447187238,0.190966561105289,,,1,19
2284-1504,2284,1504,,0,0.4,0.117879948914432,0.478261672613298,0.143327950477673,,,1,19
2284-1505,2284,1505,,0,0,0.160231432282442,0.29907110888261,0.0126700577736291,,,1,19
2284-1506,2284,1506,,0,0.6,0.123843988741456,0.373346487658267,0.0780432656116222,,,1,19
2284-1507,2284,1507,,0,0.6,0.432085561497326,0.306300682521186,0.0280028374123199,,,1,19
2285-1501,2285,1501,1503,0,0.5,0.533736511324558,0.376101849194805,0.118925924687058,,,1,21
2285-1502,2285,1502,1503,0,0.6,0.0407486377635631,0.308921159712538,0.0473343373916009,,,1,21
2285-1503,2285,1503,1503,1,0.9,0.350472813238771,0.428656545286592,0.194117413404587,,,1,21
2285-1504,2285,1504,1503,0,0.6,0.215453384418902,0.472627551103506,0.144147633562104,,,1,21
2285-1505,2285,1505,1503,0,0.6,0.395324123273114,0.293968213721648,0.0130807740077821,,,1,21
2285-1506,2285,1506,1503,0,0.5,0.234955099852567,0.366627451553666,0.0749443392910668,,,1,21
2285-1507,2285,1507,1503,0,0.4,0.0987522281639929,0.306089367003728,0.0286549657613967,,,1,21
2295-1501,2295,1501,1504,0,0,0.244041266453219,0.377458030535157,0.117702803442712,0.0909675100599881,0.310648783658483,2,20
2295-1502,2295,1502,1504,0,0,0.29258469556977,0.310619223768304,0.0476324398092038,0.0420682837407327,0.302303882624095,2,20
2295-1503,2295,1503,1504,0,0,0.205082742316785,0.428228496236915,0.192537078767702,0.204131297865883,0.490155429604751,2,20
2295-1504,2295,1504,1504,1,1,,0.475444611858402,0.143737305808454,0.166626058623656,0.485249878535568,2,20
2295-1505,2295,1505,1504,0,0,0.0491203211713308,0.296519661302129,0.0128737994532355,0.0100871659925536,0.276574564398401,2,20
2295-1506,2295,1506,1504,0,0,0.679399544297011,0.369986969605967,0.0764794075577904,0.0306961262246564,0.346075978398048,2,20
2295-1507,2295,1507,1504,0,0,0.234581105169341,0.306195024762457,0.0283270797409183,0.0224119121304775,0.310178639223975,2,20
2305-1501,2305,1501,1504,0,0.5,0.132930155342108,0.373389486514101,0.121405167275368,,,1,23
2305-1502,2305,1502,1504,0,0.5,0.070362473347548,0.305525031601005,0.0467434436447215,,,1,23
2305-1503,2305,1503,1504,0,0.5,0.128250591016548,0.429512643385946,0.19730757444492,,,1,23
2305-1504,2305,1504,1504,1,1,0.0067688378033206,0.466993429593713,0.144971211076828,,,1,23
2305-1505,2305,1505,1504,0,0.1,0.160231432282442,0.288865318560686,0.0135046220309957,,,1,23
2305-1506,2305,1506,1504,0,0.2,0.0983782334807667,0.359908415449065,0.0719588603232834,,,1,23
2305-1507,2305,1507,1504,0,0.7,0.0987522281639929,0.305878051486271,0.0293218227037815,,,1,23
2310-1501,2310,1501,1506,0,0,0.755958733546781,0.377458030535157,0.117702803442712,0.0718085968127013,0.281968606525057,2,20
2310-1502,2310,1502,1506,0,0,0.29258469556977,0.310619223768304,0.0476324398092038,0.0663809831395012,0.315132826078854,2,20
2310-1503,2310,1503,1506,0,0,0.906028368794326,0.428228496236915,0.192537078767702,0.30228967886819,0.589090138058439,2,20
2310-1504,2310,1504,1506,0,0.9,0.562324393358876,0.475444611858402,0.143737305808454,0.10730777955457,0.562833529291938,2,20
2310-1505,2310,1505,1506,0,0,0.160231432282442,0.296519661302129,0.0128737994532355,0.0138058897548738,0.306540322397405,2,20
2310-1506,2310,1506,1506,1,1,0.234955099852567,0.369986969605967,0.0764794075577904,0.0450299712207071,0.383760624788896,2,20
2310-1507,2310,1507,1506,0,0,0.234581105169341,0.306195024762457,0.0283270797409183,0.0112615123731715,0.286340981323495,2,20
2318-1501,2318,1501,,0,0,0.355152377564331,0.374745667854453,0.12016002512534,,,2,22
2318-1502,2318,1502,,0,0,0.070362473347548,0.307223095656771,0.0470380084702372,,,2,22
2318-1503,2318,1503,,0,0,0.205082742316785,0.429084594336269,0.195707575448047,,,2,22
2318-1504,2318,1504,,0,0.7,0.0067688378033206,0.469810490348609,0.144558934924623,,,2,22
2318-1505,2318,1505,,0,0,0.160231432282442,0.291416766141167,0.0132910313284982,,,2,22
2318-1506,2318,1506,,0,0,0.0983782334807667,0.363267933501366,0.0734376322894882,,,2,22
2318-1507,2318,1507,,0,0,0.0987522281639929,0.305983709245,0.0289865338441746,,,2,22
2321-1501,2321,1501,1504,0,0.6,0.0892920668801138,0.378814211875509,0.116490598485931,,,2,19
2321-1502,2321,1502,1504,0,0.2,0.151859748874674,0.312317287824071,0.0479323251587901,,,2,19
2321-1503,2321,1503,1504,0,0.3,0.350472813238771,0.427800447187238,0.190966561105289,,,2,19
2321-1504,2321,1504,1504,1,0.1,0.117879948914432,0.478261672613298,0.143327950477673,,,2,19
2321-1505,2321,1505,1504,0,0.4,0.173101901050891,0.29907110888261,0.0126700577736291,,,2,19
2321-1506,2321,1506,1504,0,0.5,0.0983782334807667,0.373346487658267,0.0780432656116222,,,2,19
2321-1507,2321,1507,1504,0,0.5,0.320974450386215,0.306300682521186,0.0280028374123199,,,2,19
2325-1501,2325,1501,1503,0,0,0.355152377564331,0.373389486514101,0.121405167275368,,,2,23
2325-1502,2325,1502,1503,0,0.7,0.0407486377635631,0.305525031601005,0.0467434436447215,,,2,23
2325-1503,2325,1503,1503,1,0.8,0.0939716312056738,0.429512643385946,0.19730757444492,,,2,23
2325-1504,2325,1504,1503,0,0.3,0.0067688378033206,0.466993429593713,0.144971211076828,,,2,23
2325-1505,2325,1505,1503,0,0,0.160231432282442,0.288865318560686,0.0135046220309957,,,2,23
2325-1506,2325,1506,1503,0,0,0.209489344591878,0.359908415449065,0.0719588603232834,,,2,23
2325-1507,2325,1507,1503,0,0.9,0.0123588829471183,0.305878051486271,0.0293218227037815,,,2,23
2330-1501,2330,1501,,0,0.9,0.0218190442309972,0.380170393215861,0.115289246540827,,,2,18
2330-1502,2330,1502,,0,0,0.29258469556977,0.314015351879837,0.0482340029113938,,,2,18
2330-1503,2330,1503,,0,0,0.205082742316785,0.42737239813756,0.189405849112645,,,2,18
2330-1504,2330,1504,,0,1,0.228991060025543,0.481078733368195,0.142919566378614,,,2,18
2330-1505,2330,1505,,0,1,0.173101901050891,0.301622556463091,0.0124694997931501,,,2,18
2330-1506,2330,1506,,0,,,,0.0796363440847794,,,2,18
2330-1507,2330,1507,,0,0,0.234581105169341,0.306406340279915,0.0276822007476033,,,2,18
2337-1501,2337,1501,1503,0,0,0.355152377564331,0.380170393215861,0.115289246540827,0.0884652723881955,0.3109550592583,2,18
2337-1502,2337,1502,1503,0,0,0.818526415541341,0.314015351879837,0.0482340029113938,0.0430455187298973,0.306026196427647,2,18
2337-1503,2337,1503,1503,1,1,0.205082742316785,0.42737239813756,0.189405849112645,0.202292202758561,0.491209677076016,2,18
2337-1504,2337,1504,1503,0,0,0.117879948914432,0.481078733368195,0.142919566378614,0.166254351449733,0.491882956199559,2,18
2337-1505,2337,1505,1503,0,0,0.160231432282442,0.301622556463091,0.0124694997931501,0.00977766285593085,0.280723960648521,2,18
2337-1506,2337,1506,1503,0,0,0.123843988741456,0.376706005710568,0.0796363440847794,0.0313053229958083,0.351682811437098,2,18
2337-1507,2337,1507,1503,0,0,0.320974450386215,0.306406340279915,0.0276822007476033,0.021760930368434,0.310406454744279,2,18
2338-1501,2338,1501,,0,0,,0.370677123833397,0.123928824722907,0.0975035966383389,0.309883094658939,2,25
2338-1502,2338,1502,,0,0,,0.302128903489472,0.0461595688567846,0.0397171745101994,0.292998098115216,2,25
2338-1503,2338,1503,,0,0,,0.430368741485301,0.200537116984256,0.208783307126555,0.487519810926589,2,25
2338-1504,2338,1504,,0,0,,0.46135930808392,0.145798692447358,0.167558235127984,0.468667184375592,2,25
2338-1505,2338,1505,,0,0,0.160231432282442,0.283762423399724,0.0139420097199439,0.010903987548922,0.266201073773099,2,25
2338-1506,2338,1506,,0,0,,0.353189379344465,0.069083429065017,0.0292229460277699,0.332058895800422,2,25
2338-1507,2338,1507,,0,0,0.0123588829471183,0.305666735968813,0.0300037193420827,0.0241237135061044,0.309609100423213,2,25
2342-1501,2342,1501,,0,0,,0.372033305173749,0.122661413247071,0.0961637239850412,0.310036232458847,2,24
2342-1502,2342,1502,,0,0,,0.303826967545238,0.0464506335500743,0.0401770925876567,0.294859255016992,2,24
2342-1503,2342,1503,,0,0,,0.429940692435624,0.198917419044158,0.207846700486052,0.488046934662221,2,24
2342-1504,2342,1504,,0,0,,0.464176368838817,0.145384463194303,0.167371467197806,0.471983723207587,2,24
2342-1505,2342,1505,,0,0,,0.286313870980205,0.0137215974643003,0.010735551539356,0.26827577189816,2,24
2342-1506,2342,1506,,0,0,,0.356548897396765,0.070507599627424,0.0295119899135836,0.334862312319947,2,24
2342-1507,2342,1507,,0,0,,0.305772393727542,0.0296608714005173,0.0237714473772025,0.309723008183365,2,24
2346-1501,2346,1501,1501,1,1,0.355152377564331,0.380170393215861,0.115289246540827,,,2,18
2346-1502,2346,1502,1501,0,0,0.0407486377635631,0.314015351879837,0.0482340029113938,,,2,18
2346-1503,2346,1503,1501,0,0,0.0171394799054373,0.42737239813756,0.189405849112645,,,2,18
2346-1504,2346,1504,1501,0,0,0.0067688378033206,0.481078733368195,0.142919566378614,,,2,18
2346-1505,2346,1505,1501,0,0.6,0.173101901050891,0.301622556463091,0.0124694997931501,,,2,18
2346-1506,2346,1506,1501,0,0.4,0.123843988741456,0.376706005710568,0.0796363440847794,,,2,18
2346-1507,2346,1507,1501,0,0,0.209863339275104,0.306406340279915,0.0276822007476033,,,2,18
2347-1501,2347,1501,1503,0,0,0.355152377564331,0.373389486514101,0.121405167275368,0.0989736649354862,0.308091850213173,1,23
2347-1502,2347,1502,1503,0,0.3,0.29258469556977,0.305525031601005,0.0467434436447215,0.0547656864542499,0.32368018986024,1,23
2347-1503,2347,1503,1503,1,0.7,0.205082742316785,0.429512643385946,0.19730757444492,0.247156264057292,0.476233972336284,1,23
2347-1504,2347,1504,1503,0,0,0.10434227330779,0.466993429593713,0.144971211076828,0.174033875690246,0.486271055133912,1,23
2347-1505,2347,1505,1503,0,0,0.160231432282442,0.288865318560686,0.0135046220309957,0.0161690404356527,0.220440283453,1,23
2347-1506,2347,1506,1503,0,0,0.123843988741456,0.359908415449065,0.0719588603232834,0.0289205551131693,0.278971512890225,1,23
2347-1507,2347,1507,1503,0,0.2,0.0123588829471183,0.305878051486271,0.0293218227037815,0.0253633979027705,0.329910543001298,1,23
2348-1501,2348,1501,,0,0.4,0.132930155342108,0.377458030535157,0.117702803442712,0.0949497662358577,0.3085512636129,1,20
2348-1502,2348,1502,,0,0.3,0.485193082208008,0.310619223768304,0.0476324398092038,0.0566581996859729,0.329263660565568,1,20
2348-1503,2348,1503,,0,0.2,0.572695035460993,0.428228496236915,0.192537078767702,0.243999767885046,0.477815343543181,1,20
2348-1504,2348,1504,,0,0.2,0.117879948914432,0.475444611858402,0.143737305808454,0.17345694419934,0.496220671629898,1,20
2348-1505,2348,1505,,0,0.4,0.506435234384225,0.296519661302129,0.0128737994532355,0.0154348849308442,0.226664377828181,1,20
2348-1506,2348,1506,,0,0.3,0.123843988741456,0.369986969605967,0.0764794075577904,0.0297872439200353,0.287381762448801,1,20
2348-1507,2348,1507,,0,0.3,0.320974450386215,0.306195024762457,0.0283270797409183,0.0242693875221312,0.330252266281754,1,20
2351-1501,2351,1501,,0,0.5,0.355152377564331,0.374745667854453,0.12016002512534,0.0935332611023246,0.310342508058665,2,22
2351-1502,2351,1502,,0,0.2,0.181473584458659,0.307223095656771,0.0470380084702372,0.0411122811688642,0.298581568820543,2,22
2351-1503,2351,1503,,0,0.2,0.0939716312056738,0.429084594336269,0.195707575448047,0.205982795361301,0.489101182133486,2,22
2351-1504,2351,1504,,0,0.3,0.117879948914432,0.469810490348609,0.144558934924623,0.166998430391703,0.478616800871578,2,22
2351-1505,2351,1505,,0,0.4,0.0491203211713308,0.291416766141167,0.0132910313284982,0.0104063632147209,0.27242516814828,2,22
2351-1506,2351,1506,,0,0.4,0.209489344591878,0.363267933501366,0.0734376322894882,0.0300984159848798,0.340469145358998,2,22
2351-1507,2351,1507,,0,0,0.123469994058229,0.305983709245,0.0289865338441746,0.0230819086160738,0.30995082370367,2,22
2355-1501,2355,1501,1502,0,0.9,0.533736511324558,0.370677123833397,0.123928824722907,0.0805131790622845,0.27910539747993,1,25
2355-1502,2355,1502,1502,1,1,0.181473584458659,0.302128903489472,0.0461595688567846,0.0838977532653153,0.332786819511448,1,25
2355-1503,2355,1503,1502,0,0.7,0.0939716312056738,0.430368741485301,0.200537116984256,0.359340896945183,0.574114433318707,1,25
2355-1504,2355,1504,1502,0,0.9,0.326564495530013,0.46135930808392,0.145798692447358,0.112701874097509,0.557221628226291,1,25
2355-1505,2355,1505,1502,0,0.9,0.617546345495336,0.283762423399724,0.0139420097199439,0.0227698554914092,0.246256645201884,1,25
2355-1506,2355,1506,1502,0,0.9,0.457177322074789,0.353189379344465,0.069083429065017,0.0416446381005658,0.311049326242023,1,25
2355-1507,2355,1507,1502,0,1,0.123469994058229,0.305666735968813,0.0300037193420827,0.0131491912623167,0.305845069580513,1,25
2356-1501,2356,1501,,0,,0.200403177991225,,0.115289246540827,,,1,18
2356-1502,2356,1502,,0,0.5,0.262970859985785,0.314015351879837,0.0482340029113938,,,1,18
2356-1503,2356,1503,,0,0.5,0.350472813238771,0.42737239813756,0.189405849112645,,,1,18
2356-1504,2356,1504,,0,0.5,0.0067688378033206,0.481078733368195,0.142919566378614,,,1,18
2356-1505,2356,1505,,0,0,0.395324123273114,0.301622556463091,0.0124694997931501,,,1,18
2356-1506,2356,1506,,0,0,0.123843988741456,0.376706005710568,0.0796363440847794,,,1,18
2356-1507,2356,1507,,0,0,0.320974450386215,0.306406340279915,0.0276822007476033,,,1,18
2360-1501,2360,1501,1503,0,0.2,0.132930155342108,0.377458030535157,0.117702803442712,0.0949497662358577,0.3085512636129,1,20
2360-1502,2360,1502,1503,0,0.6,0.70741530443023,0.310619223768304,0.0476324398092038,0.0566581996859729,0.329263660565568,1,20
2360-1503,2360,1503,1503,1,0.5,0.205082742316785,0.428228496236915,0.192537078767702,0.243999767885046,0.477815343543181,1,20
2360-1504,2360,1504,1503,0,0.7,0.228991060025543,0.475444611858402,0.143737305808454,0.17345694419934,0.496220671629898,1,20
2360-1505,2360,1505,1503,0,0.5,0.617546345495336,0.296519661302129,0.0128737994532355,0.0154348849308442,0.226664377828181,1,20
2360-1506,2360,1506,1503,0,0.9,0.234955099852567,0.369986969605967,0.0764794075577904,0.0297872439200353,0.287381762448801,1,20
2360-1507,2360,1507,1503,0,0.8,0.543196672608437,0.306195024762457,0.0283270797409183,0.0242693875221312,0.330252266281754,1,20
2361-1501,2361,1501,,0,0.5,0.200403177991225,0.369320942493045,0.125207462937995,0.143263561904847,0.3679640809004,1,26
2361-1502,2361,1502,,0,0.2,,0.300430839433705,0.0458702402708625,0.071703999216824,0.319092133015913,1,26
2361-1503,2361,1503,,0,0.7,0.350472813238771,0.430796790534978,0.202166675080734,0.213211247800761,0.393964650446439,1,26
2361-1504,2361,1504,,0,0.5,0.117879948914432,0.458542247329024,0.146213900000982,0.152297872575486,0.463627118383735,1,26
2361-1505,2361,1505,,0,0,0.160231432282442,0.281210975819243,0.0141659116411187,0.0143103556983846,0.269854335774679,1,26
2361-1506,2361,1506,,0,0,0.346066210963678,0.349829861292164,0.06768593028177,0.0734666868283173,0.33797912868194,1,26
2361-1507,2361,1507,,0,0,0.0123588829471183,0.305561078210084,0.0303504062851793,0.0380168735172897,0.304708033817174,1,26
2368-1501,2368,1501,,0,1,0.132930155342108,0.370677123833397,0.123928824722907,0.101739957230427,0.307785574613356,1,25
2368-1502,2368,1502,,0,0,0.0407486377635631,0.302128903489472,0.0461595688567846,0.0535372616808467,0.319957876056689,1,25
2368-1503,2368,1503,,0,0,0.0171394799054373,0.430368741485301,0.200537116984256,0.249275775040962,0.475179724865019,1,25
2368-1504,2368,1504,,0,0,0.0067688378033206,0.46135930808392,0.145798692447358,0.17441933745853,0.479637977469922,1,25
2368-1505,2368,1505,,0,0.7,0.0491203211713308,0.283762423399724,0.0139420097199439,0.016677449503211,0.21629088720288,1,25
2368-1506,2368,1506,,0,0.9,0.209489344591878,0.353189379344465,0.069083429065017,0.0283564070890336,0.273364679851175,1,25
2368-1507,2368,1507,,0,0,0.0987522281639929,0.305666735968813,0.0300037193420827,0.0261192706175319,0.329682727480993,1,25
2370-1501,2370,1501,,0,0.6,,0.378814211875509,0.116490598485931,,,2,19
2370-1502,2370,1502,,0,0.6,,0.312317287824071,0.0479323251587901,,,2,19
2370-1503,2370,1503,,0,0.9,,0.427800447187238,0.190966561105289,,,2,19
2370-1504,2370,1504,,0,0.4,,0.478261672613298,0.143327950477673,,,2,19
2370-1505,2370,1505,,0,0.3,,0.29907110888261,0.0126700577736291,,,2,19
2370-1506,2370,1506,,0,0.3,,0.373346487658267,0.0780432656116222,,,2,19
2370-1507,2370,1507,,0,0.3,,0.306300682521186,0.0280028374123199,,,2,19
2377-1501,2377,1501,,0,0.7,0.422625400213447,0.374745667854453,0.12016002512534,,,2,22
2377-1502,2377,1502,,0,0.5,0.0407486377635631,0.307223095656771,0.0470380084702372,,,2,22
2377-1503,2377,1503,,0,0.6,0.23936170212766,0.429084594336269,0.195707575448047,,,2,22
2377-1504,2377,1504,,0,0.4,0.326564495530013,0.469810490348609,0.144558934924623,,,2,22
2377-1505,2377,1505,,0,0.4,0.395324123273114,0.291416766141167,0.0132910313284982,,,2,22
2377-1506,2377,1506,,0,0.2,0.123843988741456,0.363267933501366,0.0734376322894882,,,2,22
2377-1507,2377,1507,,0,0.5,0.320974450386215,0.305983709245,0.0289865338441746,,,2,22
2378-1501,2378,1501,,0,0,,0.370677123833397,0.123928824722907,0.0975035966383389,0.309883094658939,2,25
2378-1502,2378,1502,,0,0,,0.302128903489472,0.0461595688567846,0.0397171745101994,0.292998098115216,2,25
2378-1503,2378,1503,,0,0,,0.430368741485301,0.200537116984256,0.208783307126555,0.487519810926589,2,25
2378-1504,2378,1504,,0,0,,0.46135930808392,0.145798692447358,0.167558235127984,0.468667184375592,2,25
2378-1505,2378,1505,,0,0,,0.283762423399724,0.0139420097199439,0.010903987548922,0.266201073773099,2,25
2378-1506,2378,1506,,0,0,0.4317115668141,0.353189379344465,0.069083429065017,0.0292229460277699,0.332058895800422,2,25
2378-1507,2378,1507,,0,0,,0.305666735968813,0.0300037193420827,0.0241237135061044,0.309609100423213,2,25
2380-1501,2380,1501,,0,0.2,0.132930155342108,0.374745667854453,0.12016002512534,0.0935332611023246,0.310342508058665,2,22
2380-1502,2380,1502,,0,0.2,0.596304193319119,0.307223095656771,0.0470380084702372,0.0411122811688642,0.298581568820543,2,22
2380-1503,2380,1503,,0,0.6,0.0171394799054373,0.429084594336269,0.195707575448047,0.205982795361301,0.489101182133486,2,22
2380-1504,2380,1504,,0,0.8,0.326564495530013,0.469810490348609,0.144558934924623,0.166998430391703,0.478616800871578,2,22
2380-1505,2380,1505,,0,0.2,0.0491203211713308,0.291416766141167,0.0132910313284982,0.0104063632147209,0.27242516814828,2,22
2380-1506,2380,1506,,0,0.7,0.346066210963678,0.363267933501366,0.0734376322894882,0.0300984159848798,0.340469145358998,2,22
2380-1507,2380,1507,,0,0.2,0.320974450386215,0.305983709245,0.0289865338441746,0.0230819086160738,0.30995082370367,2,22
2381-1501,2381,1501,,0,0,0.200403177991225,0.373389486514101,0.121405167275368,0.0989736649354862,0.308091850213173,1,23
2381-1502,2381,1502,,0,0,0.0407486377635631,0.305525031601005,0.0467434436447215,0.0547656864542499,0.32368018986024,1,23
2381-1503,2381,1503,,0,0,0.0939716312056738,0.429512643385946,0.19730757444492,0.247156264057292,0.476233972336284,1,23
2381-1504,2381,1504,,0,0,0.0067688378033206,0.466993429593713,0.144971211076828,0.174033875690246,0.486271055133912,1,23
2381-1505,2381,1505,,0,0,0.160231432282442,0.288865318560686,0.0135046220309957,0.0161690404356527,0.220440283453,1,23
2381-1506,2381,1506,,0,0,0.123843988741456,0.359908415449065,0.0719588603232834,0.0289205551131693,0.278971512890225,1,23
2381-1507,2381,1507,,0,0,0.234581105169341,0.305878051486271,0.0293218227037815,0.0253633979027705,0.329910543001298,1,23
2384-1501,2384,1501,1503,0,0.6,0.200403177991225,0.378814211875509,0.116490598485931,,,2,19
2384-1502,2384,1502,1503,0,0.6,0.151859748874674,0.312317287824071,0.0479323251587901,,,2,19
2384-1503,2384,1503,1503,1,0.9,0.128250591016548,0.427800447187238,0.190966561105289,,,2,19
2384-1504,2384,1504,1503,0,0.8,0.0067688378033206,0.478261672613298,0.143327950477673,,,2,19
2384-1505,2384,1505,1503,0,0.6,0.160231432282442,0.29907110888261,0.0126700577736291,,,2,19
2384-1506,2384,1506,1503,0,0.6,0.123843988741456,0.373346487658267,0.0780432656116222,,,2,19
2384-1507,2384,1507,1503,0,0.6,0.0987522281639929,0.306300682521186,0.0280028374123199,,,2,19
2385-1501,2385,1501,1505,0,1,0.0892920668801138,0.372033305173749,0.122661413247071,0.139543641696127,0.368270356500218,1,24
2385-1502,2385,1502,1505,0,0.9,0.818526415541341,0.303826967545238,0.0464506335500743,0.0733169737857284,0.322814446819465,1,24
2385-1503,2385,1503,1505,0,0,0.906028368794326,0.429940692435624,0.198917419044158,0.211312068088017,0.395018897917704,1,24
2385-1504,2385,1504,1505,0,0.9,,0.464176368838817,0.145384463194303,0.151952300566122,0.470260196047725,1,24
2385-1505,2385,1505,1505,1,1,0.395324123273114,0.286313870980205,0.0137215974643003,0.013873088995578,0.2740037320248,1,24
2385-1506,2385,1506,1505,0,0.7,0.123843988741456,0.356548897396765,0.070507599627424,0.0748591554500081,0.343585961720991,1,24
2385-1507,2385,1507,1505,0,0.9,0.234581105169341,0.305772393727542,0.0296608714005173,0.0369297490453398,0.304935849337478,1,24
2389-1501,2389,1501,1506,0,0.7,0.0218190442309972,0.372033305173749,0.122661413247071,0.133967935082879,0.370367876545801,2,24
2389-1502,2389,1502,1506,0,0,0.070362473347548,0.303826967545238,0.0464506335500743,0.0546859767006131,0.295854668877992,2,24
